path,bytes,sha256,represented_by_manifest,diagnostic_name
experiments/research_ball_r1_pickup_precision_1e_rail/raw/field-pickup-precision-1e-rail-20260904-putt_rail_collision-r07.jsonl,570429,b9c263168843efd2c2e3ec70039383421daeed67a638e31208f5a4c289aed1c6,1,0
experiments/research_ball_r1_pickup_precision_1e_rail/raw/field-pickup-precision-1e-rail-20260904-putt_rail_collision-r08.jsonl,570385,30908066aafc61effe1a65dc5c9d776b555dcdd5663fe9b0170f31018d233a4c,1,0
experiments/research_ball_r1_pickup_precision_1e_rail/raw/field-pickup-precision-1e-rail-20260904-putt_rail_collision-r09.jsonl,571422,8a96485b207ee305745831c204fb0d0f820524e4ad2b84712853ea0c3201f0ed,1,0
experiments/research_ball_r1_pickup_precision_1e_rail/raw/field-pickup-precision-1e-rail-20260904-putt_rail_collision-r10.jsonl,569696,ebcbc4bfe9b3afeea1d664c4bec2631cfeb9312f4d1a23ea95c3541a4d1ac4d6,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r01.jsonl,589932,e95918df27caf4a5cfb20dd9daf8cfaa214b0771202447b3ca00a2c10ab16284,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r02.jsonl,590562,38aa7e747279c9a096e981118171945c74f064cb13811434c7b2e95c7a3e8e33,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r03.jsonl,590360,a5a1b0a7f18d41824b2ff962d544e89b20bd7331f4e941e6e085b5b692fa2ca9,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r04.jsonl,590815,89d8689792dacefc30e4a61b874a6ac35412aa1f28b7af5d02558ae45aa47347,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r05.jsonl,589933,360cba18c808d66df1703ef85c1e6b846e4c9d1c96e9a4723731f85348390021,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r06.jsonl,591604,8e9ad8c2f75e60954e2bd8c8fd5327bfa795f53f3316fd03bbb6398a60543c65,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r07.jsonl,591452,ca1fac1dd31b7945f9fa018362331b969402fc9d8d13e7db8beb1a3455d799d8,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r08.jsonl,589978,9542347f16c29d6aaf67a3bc3acca3e8bee72aaef3571bb30ae4aa88b87c8036,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r09.jsonl,591617,0a618d041f3920d9acf0a1ef38cee5fb24b70bcc0f9bbab364f3d22b295fe701,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-20260904-track_step_drop-r10.jsonl,591422,084a69034b670c649d3841b0744da8a4f69d564305cda6874f680f988d2d04e9,1,0
experiments/research_ball_r1_pickup_precision_1e_step/raw/field-pickup-precision-1e-step-replacement-20260904-track_step_drop-r01.jsonl,611966,dddac4f006943eb025338ddae230e2b196f8d58306859a58d599d84fa5e3c8b3,1,0
