ambiguous_contacts,archival_quality,authority,bmi_accel_near_rail_samples,bmi_gyro_near_rail_samples,category,context_bytes,count_incomplete,episode_id,event_truth,go_us,interpretation,label,manifest,operator,pickup_candidates,quality_breaks,raw_issues,samples,session,sha256,source,stroke_candidates,surface,unknown_onsets
4,usable_fixture,False,0,0,05_roller_official,1256,True,roller-matrix-o1-p060-r01,UNAVAILABLE,28386633536,exploratory_only,roller_60rpm,,unspecified,0,0,,450,unspecified,e99ab7a8aae9da42fd88a8621cf42309d5c6f483fc69ade274d63df4cbd86c57,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-matrix-o1-p060-r01.jsonl,0,unspecified,1
3,usable_fixture,False,0,0,05_roller_official,1256,True,roller-matrix-o1-p060-r02,UNAVAILABLE,28820868544,exploratory_only,roller_60rpm,,unspecified,0,0,,451,unspecified,69a0b66845f6c32006d6ca5d5c662da40ce12de1b9f9c5ab6592c82dabc465dc,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-matrix-o1-p060-r02.jsonl,0,unspecified,1
1,usable_fixture,False,0,0,05_roller_official,1256,True,roller-matrix-o1-p060-r03,UNAVAILABLE,29167988512,exploratory_only,roller_60rpm,,unspecified,0,0,,451,unspecified,2065e120e8b86ebb9582250a671dda9a47c9bdcf9f86988f9c69fb1b58a40b70,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-matrix-o1-p060-r03.jsonl,0,unspecified,1
3,usable_fixture,False,0,0,05_roller_official,1256,True,roller-matrix-o1-p090-r01,UNAVAILABLE,28457993536,exploratory_only,roller_90rpm,,unspecified,0,0,,450,unspecified,31e8b4261b881fb4e6083c5a66615cb7e9033da014064d12d9e8f778c8dced66,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-matrix-o1-p090-r01.jsonl,0,unspecified,1
1,usable_fixture,False,0,0,05_roller_official,1256,True,roller-matrix-o1-p090-r02,UNAVAILABLE,28883268800,exploratory_only,roller_90rpm,,unspecified,0,0,,450,unspecified,d282ed0189e9740f70a9cab3b465185a69c000173639736153b3c486ad10b317,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-matrix-o1-p090-r02.jsonl,0,unspecified,1
2,usable_fixture,False,0,0,05_roller_official,1256,True,roller-matrix-o1-p090-r03,UNAVAILABLE,29106488544,exploratory_only,roller_90rpm,,unspecified,0,0,,451,unspecified,a9001c1952d7c43b5bd27f84394be9f4cd75e6c3d4a95be8ff00e77860b1a143,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-matrix-o1-p090-r03.jsonl,0,unspecified,1
1,usable_fixture,False,0,0,05_roller_official,1256,True,roller-matrix-o1-p120-r01,UNAVAILABLE,28520273536,exploratory_only,roller_120rpm,,unspecified,0,0,,450,unspecified,bd1153d87b68d3740d11df2253c3f049d0824a66ce6eff6d2faafaeed5371607,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-matrix-o1-p120-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-matrix-o1-p120-r02,UNAVAILABLE,28945468544,exploratory_only,roller_120rpm,,unspecified,0,0,,451,unspecified,bcac18199e15b83b7606a693763ea1975f991d56b928f5908a5b8b2d4da8f832,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-matrix-o1-p120-r02.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-matrix-o1-p120-r03,UNAVAILABLE,29038288512,exploratory_only,roller_120rpm,,unspecified,0,0,,451,unspecified,b8576a9a3c6f88ea02269c6bed74fa7a0bd0f32e543cfc0b8d68b5c6ac6705f9,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-matrix-o1-p120-r03.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-n001-r01,UNAVAILABLE,31980710528,exploratory_only,low_speed_boundary_-1rpm,,unspecified,0,0,,601,unspecified,4ee28e89370b2f8b11952d8362b48d51e160bc7bb65bddb045ed4bf26cd93824,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-n001-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-n002-r01,UNAVAILABLE,32049550720,exploratory_only,low_speed_boundary_-2rpm,,unspecified,0,0,,600,unspecified,559120d6b72d1d5f3ad5138036a34bc7e58e79d68e6db2554cbe60bc52556e95,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-n002-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-n003-r01,UNAVAILABLE,32123970496,exploratory_only,low_speed_boundary_-3rpm,,unspecified,0,0,,601,unspecified,ff1332afe7074694edef5f42d6058729d92810b2a899052a272f3e521d993a7e,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-n003-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-n005-r01,UNAVAILABLE,31378870528,exploratory_only,low_speed_boundary_-5rpm,,unspecified,0,0,,500,unspecified,562b3128e30ba199076554c09ca3a84ed753ad2c0dccd131b4ee57edfc464231,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-n005-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-n010-r01,UNAVAILABLE,31448470560,exploratory_only,low_speed_boundary_-10rpm,,unspecified,0,0,,500,unspecified,90251d5b3320bfb5db73f8e0baa3cc10a993685bfd2491fea1e5029eebc3668a,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-n010-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-n015-r01,UNAVAILABLE,31517230528,exploratory_only,low_speed_boundary_-15rpm,,unspecified,0,0,,501,unspecified,b3d3174173cbe52276e7b42d6955b523e8e19311fb5e98ed4262ac1cf9435ad6,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-n015-r01.jsonl,0,unspecified,1
2,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-n020-r01,UNAVAILABLE,31591230528,exploratory_only,low_speed_boundary_-20rpm,,unspecified,0,0,,501,unspecified,27a260f2e98468c55ec20ddba758994958aae254cb97fe52668f798d6d736b53,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-n020-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-n165-r01,UNAVAILABLE,31864070528,exploratory_only,roller_-165rpm_high_boundary,,unspecified,0,0,,450,unspecified,aba51475978145f8750af7e33dcb611dc52eeeefbd87e5630163f80797f6b220,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-n165-r01.jsonl,0,unspecified,1
1,fixture_limit_test,False,0,9,05_roller_official,1256,True,roller-r2-boundary-o1-n180-r01,UNAVAILABLE,31899670528,exploratory_only,roller_-180rpm_high_boundary,,unspecified,0,0,,450,unspecified,665fdcbe7bab37c8f55c92e79f57faab392fbd60bf03662c2555952d5ae7d164,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-n180-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p001-r01,UNAVAILABLE,31946690528,exploratory_only,low_speed_boundary_1rpm,,unspecified,0,0,,600,unspecified,871a83f7e1f8e53d0bf56ff7ba4bf166dbf54b4981cca551de0ea10d1976378b,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p001-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p002-r01,UNAVAILABLE,32015570496,exploratory_only,low_speed_boundary_2rpm,,unspecified,0,0,,601,unspecified,05c0ca0b967d52e4697348712c5f8d42ea0997ea13554b09ca90e103c74cc3ba,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p002-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p003-r01,UNAVAILABLE,32082950528,exploratory_only,low_speed_boundary_3rpm,,unspecified,0,0,,601,unspecified,9e1d9ee1240b64ea79e2f094af896700d4594cf52f94fe8655b732d6d5e37f73,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p003-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p005-r01,UNAVAILABLE,31346630496,exploratory_only,low_speed_boundary_5rpm,,unspecified,0,0,,501,unspecified,11509456ae3230bc86fc607150835713234b0499a0da4ca8c6b5581c7aa785e0,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p005-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p010-r01,UNAVAILABLE,31413550528,exploratory_only,low_speed_boundary_10rpm,,unspecified,0,0,,500,unspecified,004f2d62be6ea1c57ada8b19c15f88cdba4c980303a56305c56875e12524f11b,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p010-r01.jsonl,0,unspecified,1
1,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p015-r01,UNAVAILABLE,31484550528,exploratory_only,low_speed_boundary_15rpm,,unspecified,0,0,,500,unspecified,faa1455055bca3ec619d05685d4a7a1faece550948a8877c8cbef86e75d408d8,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p015-r01.jsonl,0,unspecified,1
1,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p020-r01,UNAVAILABLE,31559210496,exploratory_only,low_speed_boundary_20rpm,,unspecified,0,0,,501,unspecified,58f03bab50d8aad1464c167cb79b40325917f68978fb89d5ee14712411ef1afa,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p020-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p135-r01,UNAVAILABLE,31634010528,exploratory_only,roller_135rpm_high_boundary,,unspecified,0,0,,451,unspecified,d1562d16fda7ed96ef4d44153fb44e3b59a23b182e77e38f5ad893d91ef8dd2b,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p135-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p150-r01,UNAVAILABLE,31682870592,exploratory_only,roller_150rpm_high_boundary,,unspecified,0,0,,450,unspecified,2997146bbf24994c071f0964c8a56fb112b08776c12b38bb0c94651889b508b5,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p150-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p155-r01,UNAVAILABLE,31725550528,exploratory_only,roller_155rpm_high_boundary,,unspecified,0,0,,451,unspecified,a334d12dcce0555a9cc6b54acada4509ba96eb65e8f5516391ccc823491151dc,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p155-r01.jsonl,0,unspecified,1
1,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r2-boundary-o1-p165-r01,UNAVAILABLE,31770570528,exploratory_only,roller_165rpm_high_boundary,,unspecified,0,0,,451,unspecified,097fd38746b58997807ca418acfefda353809bd50b08ecfcbf466df74d1c7772,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p165-r01.jsonl,0,unspecified,1
0,fixture_limit_test,False,0,10,05_roller_official,1256,True,roller-r2-boundary-o1-p180-r01,UNAVAILABLE,31817130496,exploratory_only,roller_180rpm_high_boundary,,unspecified,0,0,,451,unspecified,e752ef22ced050113ebeefbb93e06e9b52831f2b4d47cb39024f44a3dfa093f6,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r2-boundary-o1-p180-r01.jsonl,0,unspecified,1
7,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a000-r01,UNAVAILABLE,30505655520,exploratory_only,roller_-60rpm_accel000,,unspecified,0,0,,551,unspecified,d7d5204c2c8927f3da78e55e37b1e0ea73aae22bc8028353f941fe75f82baae4,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a000-r01.jsonl,0,unspecified,1
6,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a000-r02,UNAVAILABLE,30652135488,exploratory_only,roller_-60rpm_accel000,,unspecified,0,0,,550,unspecified,383a8a76c7385b6082b4514a400ab11acedbcc6e1377216ababa95a7a54f8b86,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a000-r02.jsonl,0,unspecified,1
6,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a000-r03,UNAVAILABLE,30797595552,exploratory_only,roller_-60rpm_accel000,,unspecified,0,0,,551,unspecified,7cd735173e380f6c28bc63e10fdb6178caec6bae2ad1a7801af9f5677480ed97,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a000-r03.jsonl,0,unspecified,1
5,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a005-r01,UNAVAILABLE,30538075552,exploratory_only,roller_-60rpm_accel005,,unspecified,0,0,,550,unspecified,13e9dc7c65263208f85ac46a487d1b4e1f5f3561ab7c9c7d326abd60ccf67a6f,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a005-r01.jsonl,0,unspecified,1
5,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a005-r02,UNAVAILABLE,30687035584,exploratory_only,roller_-60rpm_accel005,,unspecified,0,0,,550,unspecified,02db70bef47705750d4c9b840103b801a0d72d89b416e7342327932f6a5ea396,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a005-r02.jsonl,0,unspecified,1
3,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a005-r03,UNAVAILABLE,30831555520,exploratory_only,roller_-60rpm_accel005,,unspecified,0,0,,551,unspecified,9843a1c1dd1a26ed07dbb1ac88a9561f7c1dfcc61e93c0d01b117f54df6e5d61,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a005-r03.jsonl,0,unspecified,1
3,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a020-r01,UNAVAILABLE,30582535552,exploratory_only,roller_-60rpm_accel020,,unspecified,0,0,,551,unspecified,a4a9c0620dcf8fc5e58872cc84d009d96980269d8548376aa7092d316b459959,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a020-r01.jsonl,0,unspecified,1
3,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a020-r02,UNAVAILABLE,30725155584,exploratory_only,roller_-60rpm_accel020,,unspecified,0,0,,550,unspecified,cbd4b72db76f3c4b20a422f5af89e64c87f22ca5d6e46213e46fb230901465e5,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a020-r02.jsonl,0,unspecified,1
3,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a020-r03,UNAVAILABLE,30865415552,exploratory_only,roller_-60rpm_accel020,,unspecified,0,0,,550,unspecified,c60de5a79712ffc7341f01103043ff77da1e7ff8ebf55476c499b9b7a39ace84,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a020-r03.jsonl,0,unspecified,1
5,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a080-r01,UNAVAILABLE,30615175552,exploratory_only,roller_-60rpm_accel080,,unspecified,0,0,,550,unspecified,44e371454d94b6b77d9e312958b894350cd4543a5542ba10cb3d900c3694f1da,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a080-r01.jsonl,0,unspecified,1
5,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a080-r02,UNAVAILABLE,30761895744,exploratory_only,roller_-60rpm_accel080,,unspecified,0,0,,550,unspecified,dd4723f171232b29fadda47acc1d077596a030054277489fa0fa9cc25d099d08,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a080-r02.jsonl,0,unspecified,1
7,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-n060-a080-r03,UNAVAILABLE,30898615904,exploratory_only,roller_-60rpm_accel080,,unspecified,0,0,,550,unspecified,35d40f6a12763540945b37f8b54d1840d7c272991e5fcb81e292e061d092e522,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-n060-a080-r03.jsonl,0,unspecified,1
9,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a000-r01,UNAVAILABLE,29916527520,exploratory_only,roller_60rpm_accel000,,unspecified,0,0,,551,unspecified,314f862bbff6bf139b7610b4a3e7011ca8cec2ffb199db848fd607c748a2d49a,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a000-r01.jsonl,0,unspecified,1
7,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a000-r02,UNAVAILABLE,29993927552,exploratory_only,roller_60rpm_accel000,,unspecified,0,0,,550,unspecified,fde416ccd3be9015aa053303cd6e9380a2cc7c9986186ea0edb77c928f82abc7,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a000-r02.jsonl,0,unspecified,1
5,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a000-r03,UNAVAILABLE,30132847552,exploratory_only,roller_60rpm_accel000,,unspecified,0,0,,551,unspecified,376fd4c58238d157985cd050731d8289e73d5066b89e134dac9282f58e875c7d,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a000-r03.jsonl,0,unspecified,1
4,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a005-r01,UNAVAILABLE,29777747520,exploratory_only,roller_60rpm_accel005,,unspecified,0,0,,551,unspecified,05e896f97cfa15fae782df6db731352d1efacdb35c6c10f550aaf4ab68349238,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a005-r01.jsonl,0,unspecified,1
7,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a005-r02,UNAVAILABLE,30029227552,exploratory_only,roller_60rpm_accel005,,unspecified,0,0,,550,unspecified,fbdc5461ae2cbbcaeec3946c6fb244f77fc4053dfd101df677effd3b137d62a1,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a005-r02.jsonl,0,unspecified,1
6,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a005-r03,UNAVAILABLE,30170487552,exploratory_only,roller_60rpm_accel005,,unspecified,0,0,,550,unspecified,3e28beaefca22781ec04445ecc071ca4daabb256dda32bf731166286a537ea8b,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a005-r03.jsonl,0,unspecified,1
6,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a020-r01,UNAVAILABLE,29821787616,exploratory_only,roller_60rpm_accel020,,unspecified,0,0,,550,unspecified,36f21a6429128e81512523bd40a63a7a55694211015e2aac5d68c7ed56f182a3,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a020-r01.jsonl,0,unspecified,1
8,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a020-r02,UNAVAILABLE,30066347840,exploratory_only,roller_60rpm_accel020,,unspecified,0,0,,550,unspecified,ad78b9ce6894e248c4c16123ca05b770ea16e302086b03ceb344d8c0fb421a35,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a020-r02.jsonl,0,unspecified,1
6,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a020-r03,UNAVAILABLE,30203147552,exploratory_only,roller_60rpm_accel020,,unspecified,0,0,,551,unspecified,b55e8c5056710f143e396b9177107ffb08b16d52ccdb4309c94e30eaebd1c292,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a020-r03.jsonl,0,unspecified,1
6,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a080-r01,UNAVAILABLE,29861447840,exploratory_only,roller_60rpm_accel080,,unspecified,0,0,,550,unspecified,1f89f61d5ed7ca29ea6dbc0385c1fc42ae844e1eba1897ec202706fe28f04ac6,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a080-r01.jsonl,0,unspecified,1
5,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a080-r02,UNAVAILABLE,30100347584,exploratory_only,roller_60rpm_accel080,,unspecified,0,0,,550,unspecified,6b2beff9c5af0ffeee8aba22c9cb0e97c2787938b5ca9e98a7767e0729bcc412,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a080-r02.jsonl,0,unspecified,1
6,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r3-o1-p060-a080-r03,UNAVAILABLE,30247127552,exploratory_only,roller_60rpm_accel080,,unspecified,0,0,,551,unspecified,1c817444e268e71457cd010d943426f19f0830b6b319ade715a3ceac4cbcdc28,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r3-o1-p060-a080-r03.jsonl,0,unspecified,1
6,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r4-o1-n060-d000-r01,UNAVAILABLE,32332450528,exploratory_only,roller_-60rpm_decel000,,unspecified,0,0,,601,unspecified,5ecdb827c47d5826fe9043e3da1a4092d6d11a7364f0e658b921d8ad4b3a3640,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r4-o1-n060-d000-r01.jsonl,0,unspecified,1
3,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r4-o1-n060-d005-r01,UNAVAILABLE,32368530688,exploratory_only,roller_-60rpm_decel005,,unspecified,0,0,,600,unspecified,bf6e46b3f79f0a8596432b32ff5b8b53751dc476701db427e31e50df1b107870,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r4-o1-n060-d005-r01.jsonl,0,unspecified,1
4,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r4-o1-n060-d020-r01,UNAVAILABLE,32403550528,exploratory_only,roller_-60rpm_decel020,,unspecified,0,0,,601,unspecified,4750076405806247aaa6e689f5f598bb32473b120942b0670d751e997fbc38a4,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r4-o1-n060-d020-r01.jsonl,0,unspecified,0
3,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r4-o1-n060-d080-r01,UNAVAILABLE,32437390816,exploratory_only,roller_-60rpm_decel080,,unspecified,0,0,,600,unspecified,75aafa364775474e0f74106614893e14fc929699145902788623f28e3706301e,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r4-o1-n060-d080-r01.jsonl,0,unspecified,1
1,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r4-o1-n120-d005-r01,UNAVAILABLE,32555410528,exploratory_only,roller_-120rpm_decel005,,unspecified,0,0,,650,unspecified,fb46d002bd2c4fcc4945a190846237a8559ba5e35728c6ee0a78844a78b8786c,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r4-o1-n120-d005-r01.jsonl,0,unspecified,1
0,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r4-o1-n120-d080-r01,UNAVAILABLE,32590530528,exploratory_only,roller_-120rpm_decel080,,unspecified,0,0,,650,unspecified,078befac012560094c61fbde78b5d1895b297c66bb0516c9a0f64ab7f8c474ca,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r4-o1-n120-d080-r01.jsonl,0,unspecified,1
1,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r4-o1-p030-d005-r01,UNAVAILABLE,31292510528,exploratory_only,roller_30rpm_decel005,,unspecified,0,0,,600,unspecified,96434f0392d27f258f54cb4c3365a6ebbc9013791e6e74c1624e7e417d1d3598,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r4-o1-p030-d005-r01.jsonl,0,unspecified,1
3,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r4-o1-p060-d000-r01,UNAVAILABLE,32186510528,exploratory_only,roller_60rpm_decel000,,unspecified,0,0,,600,unspecified,f7079b4b0ea7eec37f58f473d178faa3e034a6bf9af9c39e21d0713386b5b26c,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r4-o1-p060-d000-r01.jsonl,0,unspecified,1
8,usable_fixture,False,0,0,05_roller_official,1256,True,roller-r4-o1-p060-d005-r01,UNAVAILABLE,32224430528,exploratory_only,roller_60rpm_decel005,,unspecified,0,0,,600,unspecified,740820c1588166bd95315c829850d976501885a89b40895ff71e7730d6d2ff28,datasets/putttrack_imu_dataset_20260904.zip::putttrack_imu_dataset_20260904/data/05_roller_official/roller-r4-o1-p060-d005-r01.jsonl,0,unspecified,1
